,Timestamp,Product Name,Seller,Price
191,2024-12-26 19:34:12,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1240.0
192,2024-12-26 19:34:19,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 128 Go Noir",E.Leclerc,1119.0
193,2024-12-26 19:34:26,"Apple iPhone 16 Pro 16 cm (6.3"") Double SIM iOS 18 5G USB Type-C 1 To Noir",E.Leclerc,1859.0
194,2024-12-26 19:34:39,Smartphone Apple iPhone 15 256GB noir,E.Leclerc,999.0
195,2024-12-26 19:34:40,Smartphone Apple iPhone 15 256GB noir,ESSEBI SHOP,1414.79
196,2024-12-26 19:34:46,Smartphone Apple iPhone 15 128GB noir,E.Leclerc,869.0
197,2024-12-26 19:34:52,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",E.Leclerc,1266.17
198,2024-12-26 19:34:53,"Apple iPhone 14 15,5 cm (6.1"") Double SIM iOS 17 5G 512 Go Noir",Boutique56,1438.76
199,2024-12-26 19:34:59,Smartphone Apple iPhone 14 256Go Noir Midnight,E.Leclerc,837.96
200,2024-12-26 20:05:07,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",E.Leclerc,1349.0
201,2024-12-26 20:05:14,"Apple iPhone 16 15,5 cm (6.1"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1098.0
202,2024-12-26 20:05:20,Non trouvé,E.Leclerc,969.0
203,2024-12-26 20:05:27,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 512 Go Noir",Stock e-commerce,1582.6
204,2024-12-26 20:05:33,"Apple iPhone 16 Plus 17 cm (6.7"") Double SIM iOS 18 5G USB Type-C 256 Go Noir",E.Leclerc,1240.0
